BEGINN_DATUM;BEGINN_UHRZEIT;ENDE_DATUM;ENDE_UHRZEIT;NETZREGION;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE
10.12.2016;00:00;10.12.2016;05:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;110;200;550;TenneT DE;TenneT DE;Gebersdorf 2
10.12.2016;00:00;10.12.2016;05:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;170;200;850;TenneT DE;50Hertz & TenneT DE;Reservekraftwerk Staudinger 4
10.12.2016;00:30;10.12.2016;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;50;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
10.12.2016;01:00;11.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;329,89;500;7587,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
10.12.2016;02:00;10.12.2016;06:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;780;780;3120;50Hertz;50Hertz;Boxberg,Jaenschwalde,Markesbach,Schwarze Pumpe
10.12.2016;02:00;10.12.2016;04:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;75;100;150;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2
10.12.2016;03:00;10.12.2016;06:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;900;50Hertz;50Hertz;Jaenschwalde,Schwarze Pumpe
10.12.2016;04:00;10.12.2016;07:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;141,67;200;425;TransnetBW;Amprion;Vorarlberger Illwerke AG
10.12.2016;04:00;10.12.2016;08:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;130;130;520;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau
10.12.2016;04:00;10.12.2016;08:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;253,75;330;1015;Amprion;Amprion & TransnetBW;Neurath
10.12.2016;04:00;10.12.2016;16:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;188;200;2250;TenneT DE;50Hertz & TenneT DE;Reservekraftwerk Staudinger 4
10.12.2016;05:00;10.12.2016;06:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;100;TenneT DE;TenneT DE;Reservekraftwerk Staudinger 4
10.12.2016;06:00;10.12.2016;15:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;900;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG
10.12.2016;06:00;10.12.2016;07:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;50Hertz;Jaenschwalde,Schwarze Pumpe
10.12.2016;07:00;10.12.2016;08:00;Grenzregion RZ Amprion - RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;70;70;70;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
10.12.2016;16:00;11.12.2016;00:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;1600;TenneT DE;TenneT DE;Reservekraftwerk Staudinger 4
11.12.2016;00:00;11.12.2016;01:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;200;150;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG
11.12.2016;00:00;12.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;399,58;500;9590;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
11.12.2016;00:00;12.12.2016;00:00;RZ 50Hertz;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1013;1720;24310;50Hertz;50Hertz;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schkopau,Schwarze Pumpe
11.12.2016;00:00;12.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;969;1600;23253;50Hertz;50Hertz & TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schkopau,Schwarze Pumpe
11.12.2016;00:00;12.12.2016;00:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;3600;TenneT DE;50Hertz & TenneT DE;Zolling 5
11.12.2016;00:00;11.12.2016;09:00;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;1800;TenneT DE;TenneT DE;Reservekraftwerk Staudinger 4
11.12.2016;01:30;11.12.2016;03:45;RZ TenneT DE;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;4;9;TenneT DE;TenneT DE;Waldeck 5
11.12.2016;04:00;11.12.2016;21:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;529;580;8990;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Schwarze Pumpe
11.12.2016;10:00;11.12.2016;13:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;100;TransnetBW;TenneT DE & Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
11.12.2016;10:00;11.12.2016;14:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;155;190;620;TransnetBW;TenneT DE & Amprion;Heizkraftwerk Altbach/Deizisau
11.12.2016;10:00;11.12.2016;13:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;320;600;961;50Hertz;TenneT DE;Boxberg,Lippendorf (EnBW)
11.12.2016;10:45;11.12.2016;13:15;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;190;250;475;TransnetBW;TenneT DE & Amprion;Grosskraftwerk Mannheim AG
11.12.2016;10:45;11.12.2016;12:45;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;30;30;60;Amprion;TenneT DE & Amprion;Ensdorf
11.12.2016;10:45;11.12.2016;12:45;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;70;120;Amprion;TenneT DE & Amprion;Voelklingen HKV
11.12.2016;11:00;11.12.2016;14:00;Grenzregion RZ TenneT DE - RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55,83;110;167,5;TransnetBW;TenneT DE & Amprion;Vorarlberger Illwerke AG
11.12.2016;13:00;11.12.2016;15:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;75;100;150;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
11.12.2016;21:00;11.12.2016;22:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;50;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
12.12.2016;00:00;12.12.2016;09:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;268;500;1340;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
12.12.2016;00:00;12.12.2016;07:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;235,71;330;1650;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
12.12.2016;00:00;12.12.2016;07:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;332,86;500;2330;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
12.12.2016;00:00;12.12.2016;09:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1433;1750;12898;50Hertz;50Hertz & TenneT DE;Boxberg,Jaenschwalde,Lippendorf Vattenfall (EPH),Lippendorf (EnBW),Schkopau,Schwarze Pumpe
12.12.2016;02:00;12.12.2016;07:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;116;190;580;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
12.12.2016;07:30;12.12.2016;09:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;119;200;238;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
12.12.2016;07:45;12.12.2016;11:15;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;179;250;625;TenneT DE;TenneT DE;Wilhelmshaven (Uniper)
12.12.2016;08:00;12.12.2016;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;350;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
12.12.2016;08:00;12.12.2016;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;113,33;120;340;TransnetBW;TenneT DE;Kraftwerk Walheim
12.12.2016;08:00;13.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;371,76;615;3160;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
12.12.2016;08:00;12.12.2016;10:00;Grenzregion RZ 50Hertz - RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;85;90;170;50Hertz;50Hertz & TenneT DE;Lippendorf Vattenfall (EPH),Schkopau
12.12.2016;08:00;12.12.2016;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;119;380;830;50Hertz;TenneT DE;Boxberg,Jaenschwalde,Schwarze Pumpe
12.12.2016;08:00;12.12.2016;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;17;20;50;TenneT DE;TenneT DE;Zolling 5
12.12.2016;08:00;12.12.2016;11:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;150;TenneT DE;TenneT DE;Kiel
12.12.2016;08:00;12.12.2016;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;97;100;775;TenneT DE;TenneT DE;Grohnde
12.12.2016;10:15;12.12.2016;12:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;115;150;288;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
12.12.2016;11:30;12.12.2016;13:15;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;350;TransnetBW;Amprion;Vorarlberger Illwerke AG
12.12.2016;11:30;12.12.2016;13:15;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;350;Amprion;Amprion;Knapsack
12.12.2016;12:00;12.12.2016;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;28;30;110;TenneT DE;TenneT DE;Zolling 5
12.12.2016;12:00;12.12.2016;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;162;200;650;TenneT DE;TenneT DE;Wilhelmshaven (Uniper)
12.12.2016;12:00;12.12.2016;16:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;200;TenneT DE;TenneT DE;Kiel
12.12.2016;13:15;12.12.2016;16:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;127;200;412;TenneT DE;TenneT DE;Wilhelmshaven (GDF)
12.12.2016;14:00;12.12.2016;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;40;40;40;TransnetBW;TenneT DE;Heizkraftwerk Stuttgart-Muenster
12.12.2016;14:00;12.12.2016;15:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;55;55;55;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
12.12.2016;17:00;12.12.2016;21:00;RZ APG;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;325;400;1300;TransnetBW;TenneT DE & APG;Vorarlberger Illwerke AG
12.12.2016;22:00;13.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;194,38;200;388,75;Amprion;Amprion;Knapsack
12.12.2016;22:00;13.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;300;405;600;Amprion;Amprion;Weiher
12.12.2016;22:15;13.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120,71;205;211,25;Amprion;Amprion;Neurath
12.12.2016;22:45;13.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;216;300;270;TenneT DE;TenneT DE;Mehrum
12.12.2016;23:45;13.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;57;57;14;TenneT DE;TenneT DE;Erzhausen 3
13.12.2016;00:00;13.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;60;60;360;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau
13.12.2016;00:00;13.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;137,5;140;1100;TransnetBW;Amprion;Kraftwerk Walheim
13.12.2016;00:00;13.12.2016;07:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;300;300;600;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
13.12.2016;00:00;13.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;286,25;305;1717,5;Amprion;Amprion;Neurath
13.12.2016;00:00;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;323,12;550;7755;Amprion;Amprion;Neurath
13.12.2016;00:00;13.12.2016;12:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;197,92;200;2375;Amprion;Amprion;Knapsack
13.12.2016;00:00;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;282,19;550;6772,5;Amprion;Amprion;Neurath
13.12.2016;00:00;13.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;486,25;505;2917,5;Amprion;Amprion;Weiher
13.12.2016;00:00;13.12.2016;07:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;380;440;2942;TenneT DE;TenneT DE;Mehrum
13.12.2016;00:00;13.12.2016;06:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;195;220;1171;TenneT DE;TenneT DE;Staudinger 5
13.12.2016;00:00;13.12.2016;06:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;186;220;1210;TenneT DE;TenneT DE;Grohnde
13.12.2016;00:00;13.12.2016;02:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;57;57;114;TenneT DE;TenneT DE;Erzhausen 3
13.12.2016;00:30;13.12.2016;05:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;300;300;1500;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
13.12.2016;02:00;13.12.2016;06:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;57;57;228;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau
13.12.2016;02:00;13.12.2016;06:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;76;80;305;TenneT DE;TenneT DE;Frankfurt West 4
13.12.2016;07:30;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;158;360;2612;TenneT DE;Amprion;Gebersdorf 1
13.12.2016;08:00;13.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;70;70;140;TransnetBW;Amprion;Vorarlberger Illwerke AG
13.12.2016;20:00;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;600;Amprion;Amprion;Knapsack
13.12.2016;20:00;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;600;TenneT DE;Amprion;Gebersdorf 2
13.12.2016;21:15;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;243,64;340;670;Amprion;Amprion;Bexbach
13.12.2016;21:45;13.12.2016;23:45;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;114;199;228;Amprion;Amprion;Knapsack
13.12.2016;22:00;13.12.2016;23:30;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;129,17;151;193,75;Amprion;Amprion;Knapsack
13.12.2016;23:00;14.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;195;300;195;TenneT DE;TenneT DE;Mehrum
13.12.2016;23:00;14.12.2016;00:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;57;57;57;TenneT DE;TenneT DE;Erzhausen 3
13.12.2016;23:15;14.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;97,33;150;73;Amprion;Amprion;Walsum
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;266,67;300;1600;TransnetBW;Amprion;Heizkraftwerk Heilbronn
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;600;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
14.12.2016;00:00;14.12.2016;01:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;200;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn
14.12.2016;00:00;14.12.2016;07:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;105,71;120;740;TransnetBW;TenneT DE;Kraftwerk Walheim
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;183,33;200;1100;Amprion;Amprion;Neurath
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;450;450;2700;Amprion;Amprion;Neurath
14.12.2016;00:00;15.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;357,92;450;8590;Amprion;Amprion;Neurath
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;900;Amprion;Amprion;Walsum
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;183,33;200;1100;Amprion;Amprion;Niederaußem
14.12.2016;00:00;14.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;440;440;2640;Amprion;Amprion;Bexbach
14.12.2016;00:00;14.12.2016;07:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;261;400;2025;TenneT DE;TenneT DE;Mehrum
14.12.2016;00:00;14.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;356;360;2492;TenneT DE;Amprion;Gebersdorf 1
14.12.2016;00:00;14.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;150;150;1050;TenneT DE;Amprion;Gebersdorf 2
14.12.2016;00:30;14.12.2016;05:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;50;50;225;TenneT DE;TenneT DE;Staudinger 5
14.12.2016;01:00;14.12.2016;05:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;100;100;400;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe
14.12.2016;05:00;14.12.2016;07:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;205;230;410;TransnetBW;TenneT DE;Vorarlberger Illwerke AG
14.12.2016;06:00;14.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;800;TransnetBW;Amprion;Vorarlberger Illwerke AG
14.12.2016;06:00;15.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;327,22;405;5890;Amprion;Amprion;Neurath
14.12.2016;07:00;14.12.2016;15:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;358;360;2865;TenneT DE;Amprion;Gebersdorf 1
14.12.2016;22:30;15.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;146,67;200;220;Amprion;Amprion;Knapsack
14.12.2016;22:30;15.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;146,67;200;220;Amprion;Amprion;Bexbach
15.12.2016;00:00;16.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;135,71;200;237,5;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
15.12.2016;00:00;15.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;73;124;511;Amprion;Amprion;Knapsack
15.12.2016;00:00;15.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;80;270;Amprion;Amprion;Knapsack
15.12.2016;00:00;15.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;56,86;66;199;Amprion;Amprion;Knapsack
15.12.2016;00:00;15.12.2016;03:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;116,67;150;350;Amprion;Amprion;Neurath
15.12.2016;00:00;15.12.2016;07:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;135,71;150;950;Amprion;Amprion;Neurath
15.12.2016;00:00;15.12.2016;06:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;216,67;300;1300;Amprion;Amprion;Bexbach
15.12.2016;01:00;15.12.2016;02:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;200;200;200;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe
15.12.2016;05:30;15.12.2016;22:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;224;300;1120;TransnetBW;Amprion;Vorarlberger Illwerke AG
15.12.2016;05:30;15.12.2016;08:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68;80;170;Amprion;Amprion;Knapsack
15.12.2016;06:45;16.12.2016;00:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;159;160;2739;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf
15.12.2016;07:00;15.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;130;130;390;TransnetBW;Amprion;Kraftwerk Walheim
15.12.2016;07:00;15.12.2016;09:30;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;750;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath
15.12.2016;08:00;15.12.2016;10:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;130;260;Amprion;Amprion;Knapsack
15.12.2016;09:30;16.12.2016;00:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;4350;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath
15.12.2016;10:45;16.12.2016;00:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;119;120;1575;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde
15.12.2016;12:00;15.12.2016;17:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;150;650;Amprion;TenneT DE;Hamm Uentrop
15.12.2016;12:00;15.12.2016;17:00;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;150;650;Amprion;TenneT DE;Hamm Uentrop
15.12.2016;13:00;15.12.2016;13:30;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;41;41;20;TenneT DE;TenneT DE;Reservekraftwerk Ingolstadt 3
15.12.2016;13:45;15.12.2016;21:15;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;97;100;725;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden
15.12.2016;19:30;16.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;900;Amprion;Amprion;Knapsack
15.12.2016;22:00;16.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;176,25;200;352,5;Amprion;Amprion;Bexbach
15.12.2016;23:30;16.12.2016;00:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;20;20;10;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau
15.12.2016;23:30;15.12.2016;23:45;RZ TenneT DE;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;12;TenneT DE;TenneT DE;Mehrum
16.12.2016;00:00;16.12.2016;03:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;131,67;160;395;Amprion;Amprion;Neurath
16.12.2016;00:00;16.12.2016;03:00;RZ Amprion;Strombedingter Redispatch;Wirkleistungseinspeisung erhoehen;131,67;160;395;Amprion;Amprion;Bexbach
16.12.2016;00:00;16.12.2016;11:00;RZ 50Hertz, RZ Amprion, RZ TenneT DE, RZ TransnetBW;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;126;170;1382;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum
